Age_Group,Gender,Work_Experience,Working_Hours_Per_Day,Meetings_Per_Week,Late_Night_Work_Frequency,AI_Job_Displacement_Fear,Supervisor_Support,Salary_Satisfaction,Work_Life_Balance,Stress_Level,Sleep_Quality,Job_Satisfaction,Burnout_Symptoms,Depression_Risk,Employee_ID,Employee_Name,Department,Date,Month
26-35,Female,5,4,5,5,1,3,2,2,5,1,2,5,2,EMP0461,Employee_461,Finance,2026-04-06,Apr
26-35,Female,4,2,1,1,4,3,2,3,2,5,3,3,1,EMP0462,Employee_462,IT,2026-04-07,Apr
26-35,Male,2,5,4,3,3,3,3,2,3,3,3,3,1,EMP0463,Employee_463,IT,2026-04-08,Apr
36-45,Female,2,2,1,3,4,3,5,4,1,5,5,2,0,EMP0464,Employee_464,IT,2026-04-09,Apr
26-35,Male,3,1,4,2,3,1,2,3,1,3,2,1,0,EMP0465,Employee_465,Sales,2026-04-10,Apr
18-25,Male,3,5,5,5,4,5,1,2,4,2,2,5,2,EMP0466,Employee_466,HR,2026-04-11,Apr
36-45,Male,2,3,1,2,2,4,3,3,1,4,4,2,0,EMP0467,Employee_467,HR,2026-04-12,Apr
18-25,Female,5,2,3,1,3,1,2,2,3,4,1,2,1,EMP0468,Employee_468,Finance,2026-04-13,Apr
18-25,Female,1,1,4,5,1,1,5,4,3,1,3,3,2,EMP0469,Employee_469,Operations,2026-04-14,Apr
26-35,Female,3,1,1,5,2,4,5,5,3,2,5,3,2,EMP0470,Employee_470,HR,2026-04-15,Apr
18-25,Female,4,4,3,3,4,5,4,4,4,3,4,4,2,EMP0471,Employee_471,Sales,2026-04-16,Apr
26-35,Prefer not to say,3,2,2,3,5,5,1,3,2,4,3,2,1,EMP0472,Employee_472,HR,2026-04-17,Apr
18-25,Male,5,4,2,4,3,1,3,2,4,1,2,4,2,EMP0473,Employee_473,Finance,2026-04-18,Apr
18-25,Male,3,3,4,1,2,4,4,4,3,5,4,2,0,EMP0474,Employee_474,Finance,2026-04-19,Apr
46+,Female,1,3,2,3,4,3,2,3,1,4,3,2,1,EMP0475,Employee_475,Sales,2026-04-20,Apr
18-25,Male,4,1,3,3,4,2,2,3,2,4,2,2,1,EMP0476,Employee_476,Support,2026-04-21,Apr
26-35,Male,1,1,4,4,3,3,2,3,3,2,3,3,1,EMP0477,Employee_477,IT,2026-04-22,Apr
18-25,Female,2,2,5,5,3,3,4,4,3,2,4,3,1,EMP0478,Employee_478,Operations,2026-04-23,Apr
36-45,Male,4,1,4,5,5,5,4,5,2,3,5,4,2,EMP0479,Employee_479,Operations,2026-04-24,Apr
18-25,Male,4,4,4,4,1,1,1,1,2,2,1,4,1,EMP0480,Employee_480,IT,2026-04-25,Apr
18-25,Male,5,3,4,5,3,1,3,2,3,1,2,3,2,EMP0481,Employee_481,Operations,2026-04-26,Apr
26-35,Female,2,1,2,3,4,5,3,4,2,5,4,2,1,EMP0482,Employee_482,Marketing,2026-04-27,Apr
26-35,Male,1,1,5,3,1,5,3,4,1,3,5,2,1,EMP0483,Employee_483,Operations,2026-04-28,Apr
26-35,Female,2,4,5,5,3,1,1,1,5,2,1,5,2,EMP0484,Employee_484,Marketing,2026-04-29,Apr
18-25,Female,4,1,1,5,2,1,4,3,2,2,3,2,1,EMP0485,Employee_485,Marketing,2026-04-30,Apr
18-25,Female,2,5,3,3,5,5,2,3,3,4,3,3,1,EMP0486,Employee_486,Support,2026-05-01,May
26-35,Male,1,4,4,3,5,3,4,3,4,4,3,4,1,EMP0487,Employee_487,Finance,2026-05-02,May
18-25,Prefer not to say,2,2,3,1,4,2,2,3,3,5,2,2,1,EMP0488,Employee_488,Support,2026-05-03,May
36-45,Male,5,1,5,3,4,3,5,4,3,3,4,3,1,EMP0489,Employee_489,IT,2026-05-04,May
18-25,Male,2,3,3,4,1,5,2,3,1,3,4,3,1,EMP0490,Employee_490,HR,2026-05-05,May
26-35,Female,2,1,5,5,3,5,4,5,2,4,5,2,1,EMP0491,Employee_491,Marketing,2026-05-06,May
46+,Male,3,4,5,4,4,3,4,3,5,2,3,4,1,EMP0492,Employee_492,Operations,2026-05-07,May
36-45,Male,3,5,3,3,1,5,4,3,5,2,4,4,2,EMP0493,Employee_493,Sales,2026-05-08,May
18-25,Male,3,4,5,3,3,2,2,2,3,3,2,4,2,EMP0494,Employee_494,Marketing,2026-05-09,May
18-25,Male,4,5,1,1,1,5,1,2,2,4,3,3,1,EMP0495,Employee_495,Operations,2026-05-10,May
46+,Prefer not to say,4,3,3,2,3,5,2,3,3,3,3,2,1,EMP0496,Employee_496,Finance,2026-05-11,May
36-45,Female,1,1,3,5,2,2,4,4,2,3,4,3,1,EMP0497,Employee_497,IT,2026-05-12,May
36-45,Female,1,2,5,2,2,1,2,2,2,4,2,2,1,EMP0498,Employee_498,Finance,2026-05-13,May
26-35,Male,4,1,3,5,5,1,1,2,2,2,1,3,2,EMP0499,Employee_499,IT,2026-05-14,May
26-35,Female,1,1,2,2,1,1,4,3,3,4,3,2,2,EMP0500,Employee_500,HR,2026-05-15,May
18-25,Male,1,1,4,5,4,2,3,3,3,2,3,3,1,EMP0501,Employee_501,HR,2026-05-16,May
26-35,Female,2,1,4,5,1,1,3,3,1,3,3,3,2,EMP0502,Employee_502,HR,2026-05-17,May
36-45,Male,4,5,4,3,5,2,1,1,4,3,1,4,2,EMP0503,Employee_503,Support,2026-05-18,May
18-25,Female,4,4,2,3,5,1,1,1,3,2,1,3,2,EMP0504,Employee_504,HR,2026-05-19,May
36-45,Female,4,1,3,3,3,1,2,3,3,2,2,3,2,EMP0505,Employee_505,Marketing,2026-05-20,May
26-35,Male,1,5,3,3,2,5,5,4,4,3,5,4,1,EMP0506,Employee_506,Operations,2026-05-21,May
26-35,Female,5,3,3,2,4,2,4,3,2,4,3,3,1,EMP0507,Employee_507,IT,2026-05-22,May
18-25,Female,5,4,2,5,4,2,4,3,3,2,3,4,2,EMP0508,Employee_508,HR,2026-05-23,May
36-45,Prefer not to say,5,5,3,3,3,4,2,2,4,3,2,4,1,EMP0509,Employee_509,Support,2026-05-24,May
26-35,Male,4,1,2,3,4,1,4,3,2,3,3,3,2,EMP0510,Employee_510,IT,2026-05-25,May
36-45,Male,2,2,2,2,3,1,1,2,3,3,1,2,2,EMP0511,Employee_511,HR,2026-05-26,May
36-45,Female,3,2,5,2,1,1,2,2,3,3,1,2,1,EMP0512,Employee_512,Operations,2026-05-27,May
36-45,Female,1,2,4,4,5,2,3,3,3,3,3,4,1,EMP0513,Employee_513,Support,2026-05-28,May
18-25,Male,3,5,5,3,5,2,4,2,5,3,2,4,2,EMP0514,Employee_514,Sales,2026-05-29,May
18-25,Male,1,5,5,2,1,1,5,2,3,3,3,3,1,EMP0515,Employee_515,Marketing,2026-05-30,May
26-35,Male,4,2,3,2,1,2,3,3,3,4,3,1,1,EMP0516,Employee_516,Operations,2026-05-31,May
26-35,Male,3,3,5,5,5,5,4,4,4,1,4,4,2,EMP0517,Employee_517,HR,2026-06-01,Jun
36-45,Female,2,3,1,5,2,1,3,2,3,2,2,5,2,EMP0518,Employee_518,Sales,2026-06-02,Jun
26-35,Female,4,5,4,5,4,3,2,2,5,3,2,5,3,EMP0519,Employee_519,Operations,2026-06-03,Jun
26-35,Female,5,3,3,5,5,4,1,3,4,2,2,4,2,EMP0520,Employee_520,Marketing,2026-06-04,Jun
26-35,Female,3,4,1,1,4,1,4,2,3,5,2,2,1,EMP0521,Employee_521,IT,2026-06-05,Jun
26-35,Male,2,1,5,4,4,3,1,3,3,2,2,3,2,EMP0522,Employee_522,Operations,2026-06-06,Jun
46+,Male,4,5,2,5,5,3,3,2,5,1,2,5,2,EMP0523,Employee_523,Operations,2026-06-07,Jun
18-25,Male,4,2,3,2,4,3,1,3,3,5,2,2,1,EMP0524,Employee_524,Support,2026-06-08,Jun
18-25,Female,1,5,4,4,1,4,1,2,3,4,2,4,2,EMP0525,Employee_525,Operations,2026-06-09,Jun
18-25,Female,2,3,1,3,4,4,1,3,3,4,3,3,2,EMP0526,Employee_526,Finance,2026-06-10,Jun
18-25,Male,5,2,3,1,2,3,5,4,1,5,5,1,0,EMP0527,Employee_527,Sales,2026-06-11,Jun
18-25,Female,5,2,4,2,1,1,2,2,3,4,1,2,1,EMP0528,Employee_528,HR,2026-06-12,Jun
36-45,Male,4,5,2,4,2,4,2,2,4,1,2,4,1,EMP0529,Employee_529,Sales,2026-06-13,Jun
26-35,Female,1,1,3,1,1,2,4,4,2,4,4,2,1,EMP0530,Employee_530,Marketing,2026-06-14,Jun
18-25,Female,2,3,4,5,4,2,3,3,4,3,2,4,1,EMP0531,Employee_531,HR,2026-06-15,Jun
46+,Female,1,5,2,3,2,2,3,2,2,4,2,3,1,EMP0532,Employee_532,HR,2026-06-16,Jun
26-35,Female,4,4,2,1,4,4,4,3,4,5,4,3,1,EMP0533,Employee_533,IT,2026-06-17,Jun
18-25,Male,2,1,5,2,5,5,5,5,3,4,5,3,1,EMP0534,Employee_534,Sales,2026-06-18,Jun
26-35,Female,4,5,2,1,4,4,1,2,3,4,2,3,1,EMP0535,Employee_535,HR,2026-06-19,Jun
26-35,Male,3,2,5,1,2,4,3,4,3,4,4,1,1,EMP0536,Employee_536,Operations,2026-06-20,Jun
18-25,Male,5,4,2,5,4,4,4,3,4,3,4,4,1,EMP0537,Employee_537,Support,2026-06-21,Jun
26-35,Male,1,4,2,5,2,4,4,3,4,2,4,4,2,EMP0538,Employee_538,Sales,2026-06-22,Jun
26-35,Male,2,4,3,3,4,1,2,2,3,4,1,4,2,EMP0539,Employee_539,IT,2026-06-23,Jun
26-35,Male,3,5,4,3,3,3,1,2,2,4,2,3,1,EMP0540,Employee_540,Sales,2026-06-24,Jun
18-25,Female,3,5,3,5,2,4,1,2,5,1,2,4,2,EMP0541,Employee_541,IT,2026-06-25,Jun
26-35,Female,2,2,5,2,4,2,2,3,3,4,2,2,1,EMP0542,Employee_542,Operations,2026-06-26,Jun
26-35,Male,4,2,2,3,5,2,5,4,3,5,4,3,1,EMP0543,Employee_543,IT,2026-06-27,Jun
26-35,Female,4,2,4,4,4,3,3,3,2,4,3,4,1,EMP0544,Employee_544,Support,2026-06-28,Jun
26-35,Male,4,5,3,3,3,2,2,2,5,2,1,4,2,EMP0545,Employee_545,Support,2026-06-29,Jun
36-45,Female,4,5,5,5,4,4,1,2,3,3,2,4,2,EMP0546,Employee_546,IT,2026-06-30,Jun
26-35,Male,3,1,5,2,3,2,4,4,2,4,4,1,1,EMP0547,Employee_547,HR,2026-07-01,Jul
18-25,Male,4,2,4,2,3,1,3,3,2,4,2,2,1,EMP0548,Employee_548,Marketing,2026-07-02,Jul
26-35,Male,2,1,2,2,2,3,1,3,1,5,3,1,0,EMP0549,Employee_549,Marketing,2026-07-03,Jul
36-45,Female,3,5,4,1,5,5,5,4,3,4,5,2,1,EMP0550,Employee_550,HR,2026-07-04,Jul
26-35,Male,4,5,4,2,1,3,2,2,3,3,2,4,1,EMP0551,Employee_551,Support,2026-07-05,Jul
18-25,Prefer not to say,4,3,2,1,3,2,3,3,3,4,3,2,1,EMP0552,Employee_552,Finance,2026-07-06,Jul
26-35,Male,2,3,3,4,1,5,5,4,2,2,5,3,1,EMP0553,Employee_553,IT,2026-07-07,Jul
36-45,Male,3,5,4,1,4,4,3,3,3,5,3,3,2,EMP0554,Employee_554,Support,2026-07-08,Jul
18-25,Female,3,1,3,1,1,3,1,3,1,5,3,2,0,EMP0555,Employee_555,Operations,2026-07-09,Jul
36-45,Female,3,4,1,1,2,5,2,3,3,3,3,2,1,EMP0556,Employee_556,Support,2026-07-10,Jul
18-25,Male,1,4,3,5,2,1,1,1,5,1,1,5,2,EMP0557,Employee_557,HR,2026-07-11,Jul
26-35,Male,3,1,3,1,3,1,1,2,1,5,1,1,1,EMP0558,Employee_558,Sales,2026-07-12,Jul
26-35,Female,5,3,3,1,2,1,5,3,3,5,3,2,1,EMP0559,Employee_559,Marketing,2026-07-13,Jul
18-25,Male,3,3,3,4,5,2,5,3,3,2,3,4,1,EMP0560,Employee_560,Operations,2026-07-14,Jul
26-35,Female,5,3,5,2,2,4,1,3,3,5,3,3,1,EMP0561,Employee_561,Marketing,2026-07-15,Jul
18-25,Female,3,5,1,2,2,1,1,1,3,4,1,4,1,EMP0562,Employee_562,HR,2026-07-16,Jul
36-45,Female,2,2,5,4,1,2,5,4,3,2,4,3,1,EMP0563,Employee_563,Finance,2026-07-17,Jul
26-35,Male,5,4,1,1,5,1,1,1,3,5,1,3,1,EMP0564,Employee_564,Sales,2026-07-18,Jul
36-45,Male,1,2,4,3,3,5,4,4,4,3,4,3,1,EMP0565,Employee_565,HR,2026-07-19,Jul
26-35,Female,3,2,3,4,1,4,3,4,1,4,4,3,1,EMP0566,Employee_566,IT,2026-07-20,Jul
18-25,Female,2,3,5,1,5,2,5,3,3,4,3,3,1,EMP0567,Employee_567,Sales,2026-07-21,Jul
18-25,Female,3,5,1,2,4,5,1,2,3,4,3,3,1,EMP0568,Employee_568,Marketing,2026-07-22,Jul
36-45,Female,5,1,3,1,3,2,1,3,2,5,2,1,1,EMP0569,Employee_569,Sales,2026-07-23,Jul
26-35,Female,4,4,4,2,3,5,5,4,3,3,5,2,1,EMP0570,Employee_570,HR,2026-07-24,Jul
26-35,Male,2,1,4,3,1,1,2,3,3,2,2,2,1,EMP0571,Employee_571,Operations,2026-07-25,Jul
18-25,Male,5,3,5,4,5,3,2,3,4,3,2,3,1,EMP0572,Employee_572,Operations,2026-07-26,Jul
18-25,Female,1,2,4,3,4,5,3,4,3,4,4,2,1,EMP0573,Employee_573,HR,2026-07-27,Jul
46+,Male,1,4,4,2,2,3,4,3,4,3,3,4,1,EMP0574,Employee_574,HR,2026-07-28,Jul
26-35,Male,3,2,5,3,3,5,1,3,3,4,3,3,2,EMP0575,Employee_575,Sales,2026-07-29,Jul
36-45,Male,2,4,3,4,4,5,3,3,4,2,4,4,1,EMP0576,Employee_576,HR,2026-07-30,Jul
26-35,Male,2,4,2,1,4,2,3,2,3,4,2,3,1,EMP0577,Employee_577,Support,2026-07-31,Jul
36-45,Male,5,2,3,1,4,1,5,3,2,5,3,2,1,EMP0578,Employee_578,HR,2026-08-01,Aug
36-45,Female,5,1,4,5,4,4,2,4,3,2,3,3,1,EMP0579,Employee_579,Marketing,2026-08-02,Aug
46+,Female,1,5,4,4,5,2,1,1,4,3,1,5,2,EMP0580,Employee_580,Marketing,2026-08-03,Aug
26-35,Male,2,3,2,5,2,3,2,3,3,2,3,4,2,EMP0581,Employee_581,Operations,2026-08-04,Aug
36-45,Male,1,1,1,1,1,4,2,4,1,5,4,1,1,EMP0582,Employee_582,HR,2026-08-05,Aug
26-35,Female,4,5,3,5,3,2,4,2,4,1,2,4,3,EMP0583,Employee_583,Support,2026-08-06,Aug
26-35,Male,2,1,3,2,2,1,3,3,2,4,2,2,1,EMP0584,Employee_584,Finance,2026-08-07,Aug
26-35,Female,2,2,1,1,1,2,2,3,2,5,2,2,1,EMP0585,Employee_585,IT,2026-08-08,Aug
26-35,Male,2,3,5,2,1,4,5,4,2,4,5,2,1,EMP0586,Employee_586,Marketing,2026-08-09,Aug
18-25,Female,1,4,1,2,3,3,3,3,4,4,3,3,1,EMP0587,Employee_587,Operations,2026-08-10,Aug
26-35,Male,4,3,3,3,3,3,1,2,1,4,2,2,0,EMP0588,Employee_588,Operations,2026-08-11,Aug
36-45,Male,3,2,4,5,2,5,2,4,2,2,4,3,1,EMP0589,Employee_589,Operations,2026-08-12,Aug
18-25,Male,3,1,3,4,2,2,2,3,3,2,2,3,2,EMP0590,Employee_590,Sales,2026-08-13,Aug
26-35,Female,1,4,3,5,2,3,5,3,4,2,4,3,1,EMP0591,Employee_591,Finance,2026-08-14,Aug
26-35,Male,5,1,2,4,2,2,2,3,2,4,2,3,1,EMP0592,Employee_592,Operations,2026-08-15,Aug
26-35,Female,2,3,4,4,4,3,5,4,4,3,4,3,1,EMP0593,Employee_593,Sales,2026-08-16,Aug
18-25,Male,2,5,3,5,1,5,3,3,5,1,3,5,2,EMP0594,Employee_594,HR,2026-08-17,Aug
26-35,Male,5,3,1,1,2,1,1,2,2,5,1,3,1,EMP0595,Employee_595,HR,2026-08-18,Aug
26-35,Male,2,4,3,5,5,4,1,2,4,2,2,4,1,EMP0596,Employee_596,Marketing,2026-08-19,Aug
26-35,Female,5,3,4,4,2,5,4,4,4,2,4,4,2,EMP0597,Employee_597,Finance,2026-08-20,Aug
26-35,Female,3,3,2,1,4,3,4,3,3,5,3,3,1,EMP0598,Employee_598,Finance,2026-08-21,Aug
18-25,Female,1,2,2,4,5,2,2,3,5,2,2,4,2,EMP0599,Employee_599,IT,2026-08-22,Aug
18-25,Male,5,5,1,1,2,3,1,2,2,5,2,2,1,EMP0600,Employee_600,Finance,2026-08-23,Aug
26-35,Male,5,4,3,1,2,4,4,3,4,5,4,2,1,EMP0601,Employee_601,Sales,2026-08-24,Aug
26-35,Male,1,3,3,3,3,2,2,2,4,3,2,3,1,EMP0602,Employee_602,Finance,2026-08-25,Aug
46+,Male,5,2,3,1,3,2,1,2,2,5,2,2,0,EMP0603,Employee_603,Support,2026-08-26,Aug
36-45,Male,3,5,2,1,5,1,2,1,5,4,1,3,1,EMP0604,Employee_604,Marketing,2026-08-27,Aug
26-35,Male,5,1,1,5,4,5,2,4,2,2,4,3,1,EMP0605,Employee_605,IT,2026-08-28,Aug
26-35,Male,5,4,4,1,3,1,2,2,3,4,1,2,1,EMP0606,Employee_606,Finance,2026-08-29,Aug
26-35,Female,1,5,2,4,2,4,1,2,4,4,2,5,2,EMP0607,Employee_607,Operations,2026-08-30,Aug
18-25,Female,4,4,2,1,2,3,1,2,3,4,2,3,1,EMP0608,Employee_608,Finance,2026-08-31,Aug
26-35,Male,4,5,2,3,1,1,1,1,3,3,1,3,1,EMP0609,Employee_609,HR,2026-09-01,Sep
18-25,Male,1,3,1,2,3,3,5,4,2,3,4,3,1,EMP0610,Employee_610,Operations,2026-09-02,Sep
26-35,Female,4,4,4,4,1,3,4,3,4,3,3,4,2,EMP0611,Employee_611,Sales,2026-09-03,Sep
18-25,Female,4,1,4,5,3,5,3,4,3,1,4,3,1,EMP0612,Employee_612,Operations,2026-09-04,Sep
26-35,Male,1,1,2,1,2,5,1,4,2,5,4,1,0,EMP0613,Employee_613,Marketing,2026-09-05,Sep
46+,Male,1,2,5,1,1,1,4,3,2,5,3,2,0,EMP0614,Employee_614,Finance,2026-09-06,Sep
18-25,Female,5,1,5,1,2,2,4,4,2,4,4,1,1,EMP0615,Employee_615,Sales,2026-09-07,Sep
18-25,Male,1,1,1,4,3,5,5,5,2,2,5,2,1,EMP0616,Employee_616,IT,2026-09-08,Sep
18-25,Female,1,1,4,2,2,2,3,3,1,5,3,2,1,EMP0617,Employee_617,HR,2026-09-09,Sep
36-45,Male,2,1,5,3,3,4,3,4,3,4,4,3,1,EMP0618,Employee_618,Support,2026-09-10,Sep
36-45,Female,5,4,5,3,3,2,2,2,3,2,2,4,1,EMP0619,Employee_619,Support,2026-09-11,Sep
18-25,Male,1,1,3,3,3,3,4,4,2,4,4,3,1,EMP0620,Employee_620,Support,2026-09-12,Sep
46+,Female,1,1,1,3,5,2,4,4,2,3,4,2,1,EMP0621,Employee_621,Finance,2026-09-13,Sep
36-45,Male,5,2,5,4,2,2,5,4,3,4,4,3,1,EMP0622,Employee_622,Support,2026-09-14,Sep
26-35,Female,5,3,5,1,2,3,1,2,1,5,2,2,1,EMP0623,Employee_623,IT,2026-09-15,Sep
36-45,Female,5,4,3,5,1,2,5,3,4,1,3,4,2,EMP0624,Employee_624,IT,2026-09-16,Sep
36-45,Male,1,5,4,3,1,1,2,1,3,4,1,4,1,EMP0625,Employee_625,Finance,2026-09-17,Sep
26-35,Female,1,3,5,2,4,5,5,4,3,3,5,3,1,EMP0626,Employee_626,HR,2026-09-18,Sep
26-35,Female,3,1,1,3,4,1,3,3,2,3,2,2,1,EMP0627,Employee_627,Operations,2026-09-19,Sep
26-35,Female,5,3,5,2,5,2,3,3,2,4,3,3,1,EMP0628,Employee_628,Support,2026-09-20,Sep
18-25,Female,3,5,4,3,2,1,5,2,3,3,3,4,2,EMP0629,Employee_629,HR,2026-09-21,Sep
18-25,Female,2,2,4,5,5,4,2,3,2,1,3,4,1,EMP0630,Employee_630,Finance,2026-09-22,Sep
26-35,Male,3,5,5,3,2,4,5,3,3,3,4,4,2,EMP0631,Employee_631,IT,2026-09-23,Sep
18-25,Female,5,5,4,1,2,2,3,2,3,4,2,2,1,EMP0632,Employee_632,HR,2026-09-24,Sep
26-35,Male,5,1,5,1,5,4,1,3,3,4,3,1,1,EMP0633,Employee_633,Operations,2026-09-25,Sep
46+,Male,5,5,3,4,5,4,3,3,3,2,3,4,1,EMP0634,Employee_634,HR,2026-09-26,Sep
26-35,Female,5,2,3,5,1,1,2,2,4,2,1,4,2,EMP0635,Employee_635,Finance,2026-09-27,Sep
26-35,Female,1,2,2,4,1,4,1,3,3,3,3,3,1,EMP0636,Employee_636,HR,2026-09-28,Sep
18-25,Male,4,5,5,3,3,2,1,1,5,2,1,4,2,EMP0637,Employee_637,Operations,2026-09-29,Sep
46+,Female,1,4,2,2,3,2,5,3,3,5,3,3,1,EMP0638,Employee_638,Operations,2026-09-30,Sep
26-35,Male,5,1,5,2,1,3,1,3,1,5,3,1,0,EMP0639,Employee_639,Marketing,2026-10-01,Oct
18-25,Male,2,1,5,3,2,5,5,5,3,3,5,4,1,EMP0640,Employee_640,Support,2026-10-02,Oct
18-25,Female,1,2,4,5,3,3,4,4,3,3,4,3,1,EMP0641,Employee_641,Operations,2026-10-03,Oct
36-45,Male,5,4,4,2,4,2,1,2,4,5,1,3,2,EMP0642,Employee_642,Marketing,2026-10-04,Oct
36-45,Prefer not to say,1,1,3,2,4,3,3,4,2,4,4,2,1,EMP0643,Employee_643,Sales,2026-10-05,Oct
26-35,Female,1,3,4,3,4,4,1,3,5,4,2,4,2,EMP0644,Employee_644,Finance,2026-10-06,Oct
18-25,Female,4,5,4,5,3,4,5,3,5,1,4,5,2,EMP0645,Employee_645,Operations,2026-10-07,Oct
18-25,Male,2,4,1,2,3,5,3,3,2,4,4,3,0,EMP0646,Employee_646,Operations,2026-10-08,Oct
36-45,Female,4,3,2,5,4,3,2,3,2,3,3,3,2,EMP0647,Employee_647,Operations,2026-10-09,Oct
36-45,Male,5,5,3,1,1,1,3,2,3,4,2,3,1,EMP0648,Employee_648,Operations,2026-10-10,Oct
26-35,Female,4,4,3,1,1,4,2,3,2,4,3,2,1,EMP0649,Employee_649,Marketing,2026-10-11,Oct
26-35,Male,1,1,1,3,2,5,5,5,3,4,5,2,1,EMP0650,Employee_650,Support,2026-10-12,Oct
18-25,Female,2,1,1,3,5,1,4,3,3,3,3,3,1,EMP0651,Employee_651,Marketing,2026-10-13,Oct
18-25,Female,3,2,5,3,2,1,4,3,2,5,3,3,1,EMP0652,Employee_652,IT,2026-10-14,Oct
18-25,Male,4,4,2,1,3,5,3,3,2,5,4,3,1,EMP0653,Employee_653,Finance,2026-10-15,Oct
46+,Male,4,5,2,3,3,5,1,2,4,3,2,4,2,EMP0654,Employee_654,Support,2026-10-16,Oct
36-45,Male,1,5,1,2,4,5,5,4,3,4,5,4,1,EMP0655,Employee_655,Marketing,2026-10-17,Oct
18-25,Male,3,4,5,4,5,3,2,2,4,1,2,4,2,EMP0656,Employee_656,Support,2026-10-18,Oct
18-25,Female,4,2,2,3,4,1,1,2,3,3,1,2,1,EMP0657,Employee_657,Operations,2026-10-19,Oct
26-35,Male,1,1,5,1,5,2,4,4,2,4,4,3,1,EMP0658,Employee_658,HR,2026-10-20,Oct
36-45,Female,4,3,3,5,2,2,5,3,3,1,3,4,2,EMP0659,Employee_659,Support,2026-10-21,Oct
36-45,Prefer not to say,1,5,2,3,2,4,5,3,4,4,4,4,1,EMP0660,Employee_660,Support,2026-10-22,Oct
18-25,Male,1,3,3,2,1,3,2,3,3,3,3,3,1,EMP0661,Employee_661,Support,2026-10-23,Oct
46+,Male,2,2,3,2,2,3,4,4,2,3,4,2,1,EMP0662,Employee_662,IT,2026-10-24,Oct
18-25,Female,4,2,4,3,1,3,5,4,3,2,4,2,1,EMP0663,Employee_663,Sales,2026-10-25,Oct
26-35,Female,4,2,4,1,1,4,3,4,1,5,4,1,0,EMP0664,Employee_664,HR,2026-10-26,Oct
26-35,Male,1,1,5,3,1,5,2,4,2,3,4,2,1,EMP0665,Employee_665,Finance,2026-10-27,Oct
46+,Male,4,2,3,4,4,5,1,3,2,3,3,2,1,EMP0666,Employee_666,HR,2026-10-28,Oct
26-35,Female,5,1,5,3,3,1,5,4,3,3,3,3,1,EMP0667,Employee_667,Support,2026-10-29,Oct
26-35,Male,5,4,2,1,5,1,2,2,3,5,1,2,1,EMP0668,Employee_668,Finance,2026-10-30,Oct
26-35,Male,3,1,3,5,4,3,5,4,2,3,4,2,1,EMP0669,Employee_669,Operations,2026-10-31,Oct
36-45,Female,5,4,3,4,3,1,5,3,3,2,3,4,2,EMP0670,Employee_670,Marketing,2026-11-01,Nov
18-25,Female,4,5,2,2,5,3,2,2,3,4,2,3,2,EMP0671,Employee_671,HR,2026-11-02,Nov
18-25,Female,1,5,3,3,5,1,2,1,5,2,1,5,2,EMP0672,Employee_672,IT,2026-11-03,Nov
46+,Prefer not to say,1,4,1,5,4,4,2,3,4,2,3,3,1,EMP0673,Employee_673,HR,2026-11-04,Nov
26-35,Female,3,1,1,5,5,4,3,4,1,3,4,3,1,EMP0674,Employee_674,Sales,2026-11-05,Nov
18-25,Male,4,3,4,2,2,3,4,3,3,4,3,2,1,EMP0675,Employee_675,Sales,2026-11-06,Nov
26-35,Male,4,4,1,4,4,4,5,4,3,3,5,3,1,EMP0676,Employee_676,Support,2026-11-07,Nov
36-45,Female,3,4,5,5,5,2,4,3,3,2,3,3,2,EMP0677,Employee_677,Support,2026-11-08,Nov
26-35,Female,1,2,5,4,3,3,2,3,2,3,3,4,1,EMP0678,Employee_678,Sales,2026-11-09,Nov
36-45,Male,5,1,3,4,5,5,1,4,3,3,3,3,1,EMP0679,Employee_679,Operations,2026-11-10,Nov
26-35,Female,2,5,2,4,2,3,5,3,4,2,4,4,2,EMP0680,Employee_680,IT,2026-11-11,Nov
36-45,Male,4,1,1,3,2,4,2,4,2,4,4,2,0,EMP0681,Employee_681,Marketing,2026-11-12,Nov
18-25,Male,2,3,2,2,1,1,5,3,2,3,3,3,1,EMP0682,Employee_682,Finance,2026-11-13,Nov
26-35,Male,1,3,4,1,1,2,3,3,2,4,3,2,1,EMP0683,Employee_683,Finance,2026-11-14,Nov
26-35,Female,4,4,1,3,4,2,5,3,3,4,3,3,1,EMP0684,Employee_684,Finance,2026-11-15,Nov
18-25,Male,4,1,1,3,2,4,3,4,4,4,4,2,1,EMP0685,Employee_685,Support,2026-11-16,Nov
36-45,Male,2,3,2,2,1,5,4,4,2,5,5,3,1,EMP0686,Employee_686,Support,2026-11-17,Nov
36-45,Male,3,3,1,2,5,1,2,2,3,5,1,3,1,EMP0687,Employee_687,Finance,2026-11-18,Nov
26-35,Female,1,1,5,4,3,1,4,3,2,3,3,4,1,EMP0688,Employee_688,Support,2026-11-19,Nov
18-25,Female,3,5,4,1,2,3,2,2,3,4,2,3,2,EMP0689,Employee_689,Finance,2026-11-20,Nov
18-25,Female,1,1,2,4,3,3,2,3,3,3,3,2,2,EMP0690,Employee_690,IT,2026-11-21,Nov
18-25,Female,3,1,4,1,2,4,4,4,2,4,4,2,1,EMP0691,Employee_691,HR,2026-11-22,Nov
26-35,Male,3,3,3,5,4,5,1,3,4,3,3,4,1,EMP0692,Employee_692,Marketing,2026-11-23,Nov
